index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color,attendance_rate_missing
12260,0,Yes,Arts,Auditory,ZAGNH6,Female,Yes,69.0,11.0,5.0,15.0,8.0,97.0,21:00,5:00,public transport,black,0
12261,2,Yes,Sports,Auditory,N4LGGF,Female,No,47.0,0.0,23.0,16.0,13.0,56.0,0:00,5:00,public transport,black,0
12262,0,No,,Auditory,OEWVKQ,Female,No,94.0,5.0,16.0,15.0,8.0,93.0,23:00,7:00,walk,black,0
12263,0,No,Clubs,Auditory,WRDHR7,Male,Yes,,10.0,11.0,15.0,17.0,95.0,22:00,6:00,private transport,white,1
12264,2,No,Clubs,Auditory,50OZWW,Male,Yes,60.0,16.0,6.0,16.0,6.0,92.0,22:30,6:30,private transport,green,0
12265,2,No,Arts,Visual,QDL6IY,Female,Yes,78.0,6.0,15.0,16.0,10.0,95.0,21:00,5:00,public transport,red,0
12266,1,No,Arts,Visual,46SHE6,Male,Yes,53.0,25.0,5.0,15.0,11.0,91.0,21:30,5:30,public transport,green,0
12267,2,No,Sports,Auditory,SWIXWE,Male,No,59.0,19.0,1.0,15.0,17.0,92.0,23:00,7:00,walk,blue,0
12268,1,No,Arts,Auditory,MKB2DY,Female,Yes,48.0,5.0,20.0,15.0,2.0,96.0,22:30,6:30,private transport,green,0
12269,1,Yes,Clubs,Auditory,U307ZH,Female,Yes,,13.0,4.0,15.0,6.0,94.0,21:00,5:00,public transport,green,1
12270,1,No,Arts,Visual,0195IO,Female,No,52.0,8.0,22.0,16.0,15.0,99.0,22:00,6:00,private transport,yellow,0
12271,2,No,Arts,Auditory,IKVBVI,Female,Yes,72.0,9.0,10.0,16.0,13.0,97.0,21:30,5:30,public transport,black,0
12272,1,Yes,,Auditory,B7FRU7,Female,Yes,75.0,4.0,13.0,16.0,9.0,96.0,22:30,6:30,private transport,green,0
12273,0,No,Clubs,Auditory,LYC9XE,Male,No,60.0,18.0,3.0,15.0,13.0,96.0,22:00,6:00,private transport,yellow,0
12274,1,Yes,,Auditory,NC7QA6,Male,Yes,74.0,19.0,1.0,15.0,19.0,96.0,21:30,5:30,public transport,white,0
12275,0,No,Clubs,Auditory,H61QBO,Female,No,64.0,22.0,5.0,16.0,12.0,92.0,21:30,5:30,public transport,green,0
12276,0,No,Sports,Visual,OQ3HP3,Female,Yes,86.0,15.0,9.0,16.0,7.0,92.0,23:00,7:00,walk,green,0
12277,0,Yes,Sports,Auditory,WSDIXF,Male,No,74.0,10.0,9.0,16.0,12.0,92.0,21:00,5:00,public transport,blue,0
12278,1,Yes,,Visual,VWVLZV,Male,Yes,82.0,17.0,0.0,15.0,7.0,93.0,22:00,6:00,private transport,blue,0
12279,1,Yes,,Auditory,CSET25,Male,No,85.0,22.0,0.0,16.0,6.0,91.0,21:00,5:00,public transport,white,0
12280,1,No,Arts,Visual,AE8TS0,Male,Yes,70.0,11.0,13.0,15.0,7.0,93.0,21:00,5:00,public transport,black,0
12281,0,No,Clubs,Visual,ZEPX8D,Female,No,79.0,5.0,19.0,15.0,6.0,92.0,22:30,6:30,private transport,black,0
12282,1,Yes,Arts,Auditory,O8H5IY,Female,Yes,83.0,14.0,3.0,16.0,8.0,95.0,23:00,7:00,walk,red,0
12283,0,Yes,Clubs,Visual,FP2YPR,Female,Yes,75.0,14.0,4.0,15.0,5.0,96.0,21:00,5:00,public transport,yellow,0
12284,0,No,Arts,Auditory,U9M00H,Male,No,65.0,26.0,1.0,16.0,16.0,95.0,21:30,5:30,public transport,yellow,0
12285,0,No,Clubs,Auditory,A3Z7T8,Female,Yes,93.0,20.0,5.0,15.0,10.0,94.0,23:30,6:30,private transport,green,1
12286,0,No,,Auditory,P3YAYE,Male,No,63.0,21.0,6.0,15.0,20.0,94.0,21:00,5:00,public transport,red,0
12287,0,No,Sports,Auditory,EVLLMY,Female,Yes,61.0,7.0,15.0,15.0,14.0,100.0,23:00,7:00,walk,yellow,0
12288,1,Yes,,Auditory,9TW0R9,Female,No,79.0,7.0,10.0,16.0,6.0,96.0,21:30,5:30,public transport,blue,0
12289,1,No,Clubs,Auditory,CG7O6S,Male,No,53.0,11.0,13.0,16.0,13.0,91.0,22:30,6:30,private transport,red,0
12290,0,No,Clubs,Auditory,00811H,Female,Yes,88.0,21.0,4.0,15.0,8.0,92.0,23:00,7:00,walk,white,0
12291,0,Yes,Arts,Visual,IP3R53,Female,Yes,78.0,12.0,3.0,16.0,7.0,97.0,21:30,5:30,public transport,red,0
12292,1,No,Clubs,Visual,OU5D33,Male,Yes,63.0,17.0,11.0,16.0,8.0,100.0,21:30,5:30,public transport,green,0
12293,2,No,Clubs,Visual,83SS2W,Male,Yes,80.0,18.0,1.0,16.0,8.0,96.0,21:00,5:00,public transport,black,0
12294,0,No,Arts,Auditory,B3XQBY,Male,No,60.0,11.0,10.0,16.0,17.0,94.0,21:30,5:30,public transport,yellow,0
12295,1,No,Clubs,Auditory,GFLWB7,Female,Yes,57.0,30.0,0.0,16.0,8.0,98.0,21:00,5:00,public transport,blue,0
12296,1,No,Sports,Auditory,DIILG3,Female,No,49.0,6.0,24.0,15.0,5.0,98.0,21:30,5:30,public transport,red,0
12297,2,Yes,Arts,Visual,6TZ34L,Male,No,70.0,10.0,5.0,16.0,11.0,100.0,22:00,6:00,private transport,black,0
12298,1,No,Clubs,Visual,FRRW02,Male,Yes,72.0,13.0,11.0,15.0,16.0,93.0,22:30,6:30,private transport,yellow,0
12299,0,No,Clubs,Visual,P4S6LH,Female,No,76.0,18.0,5.0,15.0,8.0,91.0,21:30,5:30,public transport,yellow,0
12300,0,No,Clubs,Visual,VV2XQH,Male,Yes,58.0,13.0,7.0,15.0,11.0,93.0,21:00,5:00,public transport,yellow,0
12301,1,No,Clubs,Auditory,9ERXTD,Male,Yes,45.0,15.0,10.0,16.0,5.0,64.0,1:00,6:00,private transport,red,0
12302,2,No,Clubs,Visual,S91ETT,Male,No,61.0,11.0,12.0,16.0,18.0,91.0,22:30,6:30,private transport,yellow,0
12303,1,No,Clubs,Visual,UQV6LG,Female,Yes,74.0,15.0,9.0,15.0,16.0,96.0,22:30,6:30,private transport,green,0
12304,1,Yes,,Auditory,GDRQMD,Male,Yes,81.0,15.0,2.0,16.0,9.0,98.0,21:00,5:00,public transport,red,0
12305,2,No,Arts,Visual,ESF1QN,Female,No,77.0,12.0,10.0,15.0,8.0,97.0,21:30,5:30,public transport,yellow,0
12306,0,Yes,Sports,Visual,O9N654,Male,Yes,77.0,12.0,6.0,15.0,5.0,95.0,22:30,6:30,private transport,green,0
12307,2,No,,Visual,OAVFJ9,Male,No,72.0,15.0,2.0,16.0,12.0,95.0,23:00,7:00,walk,black,0
12308,2,No,Sports,Auditory,COEV9K,Male,Yes,71.0,13.0,8.0,6.0,11.0,97.0,23:00,7:00,walk,red,0
12309,2,No,Arts,Auditory,03Y75Y,Female,Yes,50.0,9.0,9.0,16.0,6.0,95.0,21:00,5:00,public transport,yellow,0
12310,1,No,Arts,Auditory,RFN08S,Female,No,50.0,2.0,23.0,15.0,6.0,89.0,21:00,5:00,public transport,blue,0
12311,2,Yes,Sports,Visual,BLHBTV,Male,No,,11.0,3.0,16.0,15.0,98.0,21:30,5:30,public transport,red,0
12312,1,No,Arts,Auditory,DIXYMY,Female,No,,8.0,20.0,16.0,14.0,90.0,22:00,6:00,private transport,black,0
12313,1,Yes,Arts,Visual,1TU9FZ,Male,No,59.0,10.0,17.0,16.0,10.0,99.0,21:00,5:00,public transport,blue,0
12314,2,Yes,,Visual,9QEBMM,Female,Yes,81.0,7.0,11.0,15.0,9.0,90.0,21:00,5:00,public transport,yellow,0
12315,0,No,Clubs,Auditory,JA1P9W,Male,Yes,74.0,12.0,11.0,15.0,9.0,94.0,21:30,5:30,public transport,blue,0
12316,0,No,Sports,Auditory,OBYPTZ,Male,No,70.0,13.0,7.0,16.0,9.0,95.0,21:30,5:30,public transport,green,0
12317,2,No,,Visual,B7ZFMA,Male,Yes,68.0,11.0,12.0,15.0,17.0,95.0,22:00,6:00,private transport,yellow,0
12318,0,No,Arts,Visual,ATI5VV,Male,No,57.0,12.0,8.0,15.0,12.0,92.0,21:30,5:30,public transport,black,0
12319,1,Yes,Arts,Auditory,2N9N5X,Female,Yes,71.0,15.0,5.0,15.0,16.0,100.0,21:00,5:00,public transport,red,0
12320,2,No,Clubs,Visual,0VRDKI,Male,Yes,51.0,13.0,5.0,16.0,10.0,98.0,22:30,6:30,private transport,green,0
12321,1,Yes,Sports,Auditory,A9C2EN,Female,Yes,79.0,14.0,3.0,15.0,7.0,92.0,22:00,6:00,private transport,black,0
12322,2,No,Arts,Auditory,8W9SOD,Male,No,54.0,12.0,8.0,15.0,6.0,99.0,21:30,5:30,public transport,white,0
12323,0,No,Sports,Visual,U1VORQ,Male,No,56.0,17.0,3.0,15.0,7.0,96.0,21:00,5:00,public transport,white,0
12324,1,No,Arts,Visual,RNGCCE,Male,Yes,70.0,24.0,0.0,16.0,8.0,94.0,23:00,7:00,walk,blue,0
12325,1,Yes,Sports,Auditory,3LEZKU,Female,No,80.0,9.0,8.0,15.0,9.0,91.0,22:30,6:30,private transport,red,0
12326,0,Yes,Arts,Auditory,5IY6KO,Female,Yes,72.0,15.0,1.0,15.0,16.0,96.0,21:30,5:30,public transport,yellow,0
12327,1,No,Arts,Visual,73ZEKP,Female,Yes,54.0,20.0,10.0,16.0,11.0,94.0,21:00,5:00,public transport,blue,0
12328,1,Yes,Clubs,Auditory,M02CLO,Female,Yes,44.0,3.0,25.0,5.0,15.0,94.0,23:00,7:00,walk,red,0
12329,0,No,,Visual,RCFQZR,Female,Yes,84.0,23.0,0.0,15.0,5.0,97.0,22:00,6:00,private transport,black,0
12330,0,No,,Auditory,WRF5VM,Male,Yes,95.0,12.0,13.0,16.0,5.0,90.0,21:00,5:00,public transport,black,0
12331,0,No,Clubs,Auditory,6M133I,Female,Yes,66.0,17.0,5.0,15.0,16.0,92.0,21:30,5:30,public transport,red,0
12332,1,No,Arts,Auditory,FPJLOU,Male,No,48.0,21.0,4.0,15.0,3.0,54.0,3:00,7:00,walk,white,0
12333,1,Yes,Sports,Visual,4MD49W,Female,No,61.0,8.0,19.0,15.0,12.0,98.0,21:00,5:00,public transport,black,0
12334,1,No,,Visual,OSIVKB,Female,Yes,55.0,25.0,5.0,15.0,16.0,99.0,21:00,5:00,public transport,yellow,0
12335,1,No,Arts,Auditory,XRP601,Female,No,53.0,3.0,26.0,15.0,7.0,96.0,22:00,6:00,private transport,yellow,0
12336,1,No,Arts,Visual,VX0RFL,Female,No,50.0,22.0,3.0,16.0,9.0,57.0,0:00,5:00,public transport,yellow,0
12337,1,Yes,Clubs,Auditory,NRQ2PE,Male,Yes,76.0,16.0,4.0,15.0,6.0,91.0,22:30,6:30,private transport,blue,0
12338,1,No,Arts,Auditory,PR6Y64,Female,Yes,59.0,2.0,26.0,16.0,8.0,99.0,21:30,5:30,public transport,red,0
12339,0,No,,Auditory,K4NFL6,Female,Yes,,1.0,26.0,16.0,15.0,95.0,23:00,7:00,walk,red,0
12340,1,No,Clubs,Auditory,48L2HA,Male,No,50.0,24.0,6.0,16.0,9.0,93.0,23:00,7:00,walk,blue,0
12341,1,No,Sports,Visual,AXBZRT,Female,No,47.0,1.0,29.0,16.0,10.0,68.0,1:00,7:00,walk,white,0
12342,0,No,Sports,Auditory,3HX8EV,Female,Yes,69.0,0.0,22.0,16.0,7.0,98.0,22:30,6:30,private transport,white,0
12343,0,Yes,Arts,Visual,KOA0JE,Female,No,77.0,6.0,9.0,15.0,6.0,99.0,22:30,6:30,private transport,blue,0
12344,2,Yes,Arts,Auditory,2N7WNK,Male,No,58.0,11.0,5.0,15.0,15.0,96.0,22:00,6:00,private transport,yellow,0
12345,1,No,Sports,Auditory,XLD5DF,Male,Yes,65.0,21.0,1.0,15.0,8.0,100.0,23:00,7:00,walk,green,0
12346,2,No,Arts,Visual,6BCPMG,Male,Yes,73.0,18.0,1.0,15.0,7.0,97.0,21:00,5:00,public transport,yellow,0
12347,0,No,Clubs,Visual,11V0BQ,Female,No,79.0,24.0,0.0,16.0,10.0,98.0,23:00,7:00,walk,black,0
12348,1,No,Arts,Visual,K36GJU,Male,No,53.0,12.0,18.0,6.0,9.0,90.0,22:00,6:00,private transport,blue,0
12349,0,No,Clubs,Visual,DOJYWQ,Male,Yes,80.0,13.0,11.0,16.0,6.0,92.0,22:00,6:00,private transport,blue,0
12350,2,Yes,,Visual,RPX1EX,Male,Yes,86.0,16.0,2.0,15.0,8.0,96.0,22:30,6:30,private transport,black,0
12351,1,No,Sports,Auditory,AXDK3A,Female,Yes,64.0,22.0,5.0,16.0,8.0,91.0,21:00,5:00,public transport,yellow,0
12352,1,No,Clubs,Auditory,AFQI7Z,Female,Yes,58.0,5.0,23.0,16.0,12.0,95.0,21:30,5:30,public transport,red,0
12353,1,No,Clubs,Auditory,4AJDZX,Male,No,51.0,18.0,12.0,15.0,16.0,90.0,21:00,5:00,public transport,yellow,0
12354,1,Yes,Arts,Auditory,YTOFXQ,Male,Yes,46.0,23.0,7.0,16.0,12.0,91.0,21:00,5:00,public transport,red,0
12355,1,Yes,Clubs,Auditory,ZDIX5B,Female,No,53.0,15.0,10.0,16.0,15.0,94.0,21:00,5:00,public transport,green,0
12356,1,No,Arts,Auditory,Z3I3D2,Female,Yes,43.0,19.0,5.0,15.0,15.0,94.0,21:00,5:00,public transport,red,0
12357,1,No,,Visual,NTQHEF,Female,Yes,79.0,9.0,16.0,15.0,8.0,100.0,22:30,6:30,private transport,yellow,0
12358,1,No,Clubs,Auditory,N4AH2Y,Male,Yes,74.0,12.0,16.0,15.0,7.0,94.0,23:00,7:00,walk,yellow,0
12359,1,No,Clubs,Visual,LVJ8I7,Male,Yes,64.0,23.0,5.0,16.0,12.0,95.0,22:00,6:00,private transport,blue,0
12360,2,No,,Auditory,G4DBP5,Male,Yes,66.0,14.0,9.0,16.0,17.0,94.0,22:30,6:30,private transport,blue,0
12361,0,No,Arts,Auditory,PKEXSP,Female,Yes,76.0,5.0,18.0,16.0,6.0,97.0,22:30,6:30,private transport,blue,0
12362,0,No,Arts,Auditory,QLB2IM,Female,Yes,63.0,9.0,18.0,16.0,14.0,93.0,23:00,7:00,walk,red,0
12363,0,Yes,Sports,Visual,GD90HE,Male,No,77.0,16.0,2.0,16.0,10.0,99.0,22:30,6:30,private transport,red,0
12364,2,No,,Visual,QR1L9B,Male,Yes,55.0,18.0,4.0,16.0,9.0,98.0,21:30,5:30,public transport,yellow,0
12365,2,No,Arts,Auditory,EMFIOJ,Male,Yes,71.0,15.0,4.0,16.0,18.0,93.0,22:30,6:30,private transport,red,0
12366,1,No,Clubs,Visual,TVDQ6V,Female,No,56.0,9.0,17.0,15.0,11.0,99.0,23:00,7:00,walk,blue,0
12367,1,Yes,Arts,Auditory,11SROE,Male,Yes,68.0,13.0,8.0,15.0,17.0,98.0,21:00,5:00,public transport,red,0
12368,1,Yes,,Visual,6WL7RD,Male,Yes,,13.0,8.0,15.0,8.0,91.0,21:00,5:00,public transport,yellow,0
12369,1,No,Arts,Auditory,649SCT,Male,Yes,70.0,26.0,2.0,15.0,10.0,90.0,23:30,6:30,private transport,blue,0
12370,1,No,Sports,Auditory,6PJL2V,Female,Yes,64.0,26.0,1.0,15.0,6.0,91.0,22:30,6:30,private transport,black,0
12371,0,No,,Visual,BMA4B9,Male,No,82.0,27.0,0.0,16.0,7.0,94.0,21:00,5:00,public transport,red,0
12372,1,No,Sports,Visual,L9LTVP,Male,Yes,54.0,19.0,11.0,15.0,11.0,94.0,21:00,5:00,public transport,green,0
12373,0,No,Arts,Visual,AX4F2F,Male,Yes,80.0,10.0,14.0,16.0,7.0,97.0,22:00,6:00,private transport,red,0
12374,0,Yes,Clubs,Auditory,H680HM,Male,No,75.0,16.0,4.0,16.0,6.0,92.0,21:00,5:00,public transport,white,0
12375,1,Yes,,Visual,W35MRR,Male,Yes,90.0,10.0,11.0,15.0,9.0,97.0,22:30,6:30,private transport,red,0
12376,0,Yes,Arts,Visual,M3ETC4,Female,No,88.0,8.0,9.0,16.0,7.0,94.0,22:00,6:00,private transport,yellow,0
12377,1,Yes,,Auditory,NSIOBH,Female,Yes,87.0,19.0,3.0,16.0,6.0,99.0,21:00,5:00,public transport,yellow,0
12378,1,No,Sports,Auditory,88XSGZ,Male,Yes,55.0,12.0,10.0,15.0,12.0,94.0,21:30,5:30,public transport,red,1
12379,0,No,Arts,Auditory,UWYKZ8,Male,Yes,73.0,11.0,12.0,16.0,10.0,96.0,22:00,6:00,private transport,white,0
12380,2,Yes,Sports,Auditory,PQJWZC,Female,No,42.0,21.0,3.0,15.0,3.0,67.0,0:30,6:30,private transport,green,0
12381,1,Yes,Sports,Visual,PDYD9H,Male,No,98.0,14.0,3.0,15.0,6.0,99.0,23:00,7:00,walk,blue,0
12382,2,Yes,Sports,Auditory,L1PCRR,Male,No,60.0,15.0,1.0,16.0,7.0,97.0,22:30,6:30,private transport,green,0
12383,2,No,Clubs,Visual,IDUSBL,Female,Yes,77.0,5.0,12.0,5.0,10.0,95.0,21:00,5:00,public transport,yellow,0
12384,1,No,Arts,Auditory,TLWIKW,Female,Yes,51.0,17.0,8.0,16.0,8.0,98.0,22:00,6:00,private transport,blue,0
12385,0,No,,Auditory,HQK8HE,Female,Yes,,23.0,2.0,15.0,5.0,93.0,23:00,7:00,walk,yellow,0
12386,2,No,Sports,Auditory,MWVWCJ,Female,No,56.0,4.0,16.0,16.0,8.0,91.0,22:30,6:30,private transport,white,0
12387,1,No,,Auditory,A9O3YK,Female,Yes,68.0,13.0,15.0,15.0,20.0,93.0,22:30,6:30,private transport,blue,0
12388,0,No,Arts,Visual,W7UIMX,Female,No,67.0,9.0,19.0,16.0,15.0,91.0,23:00,7:00,walk,blue,0
12389,2,No,Sports,Auditory,RGTOP8,Male,Yes,68.0,13.0,6.0,16.0,6.0,95.0,22:00,6:00,private transport,blue,0
12390,0,No,Sports,Visual,CPXKQC,Female,No,91.0,3.0,16.0,16.0,8.0,99.0,22:00,6:00,private transport,black,0
12391,1,No,Arts,Auditory,9OZWKG,Male,Yes,58.0,14.0,10.0,15.0,17.0,96.0,22:00,6:00,private transport,black,0
12392,2,No,Sports,Auditory,O8QXHI,Female,No,,7.0,15.0,16.0,19.0,97.0,21:30,5:30,public transport,white,0
12393,1,No,Clubs,Visual,VUXITX,Male,Yes,67.0,24.0,0.0,15.0,14.0,97.0,23:00,7:00,walk,yellow,0
12394,1,No,Clubs,Auditory,O5G9U2,Female,No,40.0,8.0,20.0,16.0,7.0,65.0,1:30,6:30,private transport,red,0
12395,2,No,Arts,Auditory,BGLH8R,Male,Yes,71.0,17.0,4.0,15.0,11.0,96.0,22:30,6:30,private transport,green,0
12396,1,No,Sports,Auditory,BEMSBP,Female,No,51.0,10.0,15.0,16.0,8.0,94.0,23:00,7:00,walk,white,1
12397,1,No,,Visual,U36Z86,Female,Yes,77.0,6.0,19.0,16.0,8.0,93.0,21:30,5:30,public transport,red,0
12398,1,Yes,,Visual,PD839Z,Male,Yes,89.0,21.0,0.0,16.0,8.0,96.0,23:00,7:00,walk,green,0
12399,2,No,Clubs,Visual,BHEV7C,Male,No,72.0,15.0,2.0,16.0,11.0,98.0,23:00,7:00,walk,yellow,0
12400,1,No,Sports,Auditory,EMOWCL,Female,No,,17.0,10.0,16.0,9.0,94.0,21:00,5:00,public transport,yellow,0
12401,2,No,Arts,Visual,JRXMDG,Male,No,63.0,15.0,8.0,16.0,6.0,94.0,22:00,5:00,public transport,blue,0
12402,0,No,,Auditory,8Q4YMO,Female,No,63.0,26.0,1.0,16.0,11.0,98.0,21:00,5:00,public transport,green,0
12403,0,Yes,,Visual,33J9R5,Male,No,89.0,12.0,4.0,16.0,9.0,96.0,23:00,7:00,walk,blue,0
12404,0,Yes,,Visual,8XIVQQ,Female,Yes,79.0,10.0,8.0,16.0,5.0,91.0,22:30,6:30,private transport,yellow,0
12405,0,No,,Auditory,ZHNWVL,Male,Yes,89.0,21.0,0.0,16.0,8.0,92.0,21:00,5:00,public transport,black,0
12406,0,No,Sports,Auditory,SOEPUI,Male,No,62.0,20.0,1.0,15.0,16.0,91.0,21:30,5:30,public transport,green,0
12407,2,No,Clubs,Auditory,K7GY9A,Female,Yes,64.0,20.0,0.0,15.0,16.0,98.0,21:00,5:00,public transport,blue,0
12408,2,No,Sports,Auditory,7VJPCX,Male,Yes,74.0,17.0,4.0,16.0,16.0,97.0,22:30,6:30,private transport,black,0
12409,1,No,Sports,Visual,UO04R9,Male,Yes,72.0,10.0,14.0,16.0,7.0,93.0,22:00,6:00,private transport,black,0
12410,0,No,Arts,Auditory,63SD34,Male,Yes,72.0,15.0,6.0,16.0,17.0,97.0,21:00,5:00,public transport,black,0
12411,0,No,Sports,Auditory,JPKV0I,Male,No,71.0,14.0,8.0,15.0,9.0,100.0,22:00,6:00,private transport,blue,0
12412,2,No,Arts,Auditory,8G63DE,Male,No,40.0,18.0,5.0,15.0,5.0,59.0,1:00,6:00,private transport,white,0
12413,1,Yes,Arts,Visual,UK2C6S,Female,Yes,56.0,9.0,16.0,15.0,20.0,98.0,21:00,5:00,public transport,red,0
12414,2,No,,Visual,SU5EOG,Female,Yes,81.0,7.0,10.0,15.0,7.0,97.0,22:30,6:30,private transport,green,0
12415,0,No,Clubs,Visual,Z0VKC4,Female,Yes,81.0,0.0,24.0,15.0,9.0,97.0,23:00,7:00,walk,yellow,0
12416,1,Yes,,Auditory,HXOFS2,Female,Yes,83.0,9.0,8.0,16.0,8.0,98.0,22:00,6:00,private transport,black,0
12417,2,No,Clubs,Auditory,K8WP7N,Female,Yes,72.0,0.0,19.0,16.0,20.0,96.0,23:00,7:00,walk,black,0
12418,0,No,Clubs,Auditory,NBN2ZG,Male,No,69.0,25.0,2.0,16.0,14.0,99.0,23:00,7:00,walk,red,0
12419,2,No,Arts,Auditory,H8SAVC,Male,Yes,53.0,14.0,6.0,16.0,15.0,100.0,22:30,6:30,private transport,yellow,0
12420,1,No,,Auditory,7EI506,Female,No,50.0,13.0,12.0,15.0,15.0,76.0,23:30,5:30,public transport,yellow,0
12421,1,No,Sports,Visual,3ORSNU,Female,Yes,71.0,22.0,0.0,15.0,11.0,97.0,21:30,5:30,public transport,yellow,0
12422,0,Yes,Sports,Auditory,8D0C0L,Female,Yes,72.0,16.0,0.0,15.0,6.0,90.0,23:00,7:00,walk,black,0
12423,1,No,,Auditory,6ZOHQZ,Male,Yes,64.0,17.0,10.0,16.0,19.0,97.0,22:00,6:00,private transport,black,0
12424,2,No,Arts,Visual,FPV847,Male,Yes,80.0,15.0,4.0,15.0,7.0,97.0,21:00,5:00,public transport,blue,0
12425,1,Yes,,Visual,ISQEEG,Male,Yes,100.0,11.0,6.0,15.0,8.0,97.0,23:00,7:00,walk,green,0
12426,1,Yes,,Auditory,Q4MCXB,Female,Yes,75.0,5.0,12.0,15.0,10.0,91.0,21:00,5:00,public transport,green,0
12427,2,No,,Visual,BQTIIK,Male,No,69.0,13.0,9.0,16.0,6.0,95.0,21:00,5:00,public transport,blue,1
12428,1,No,,Visual,A97E6L,Male,Yes,70.0,11.0,13.0,16.0,20.0,96.0,21:00,5:00,public transport,black,0
12429,1,Yes,Clubs,Visual,X9CMRS,Female,No,49.0,9.0,21.0,15.0,2.0,57.0,0:00,5:00,public transport,green,0
12430,1,No,Arts,Auditory,SREJVP,Male,No,53.0,16.0,14.0,16.0,12.0,99.0,21:30,5:30,public transport,white,0
12431,0,No,,Visual,6Q9HB0,Male,Yes,85.0,10.0,8.0,16.0,7.0,96.0,23:00,7:00,walk,blue,0
12432,1,Yes,Arts,Auditory,LFHE6B,Male,Yes,78.0,15.0,2.0,15.0,5.0,97.0,21:00,5:00,public transport,white,0
12433,1,Yes,Clubs,Auditory,BR06QU,Male,Yes,76.0,19.0,1.0,16.0,15.0,98.0,21:30,5:30,public transport,green,0
12434,2,No,Clubs,Auditory,GVUYIZ,Female,Yes,60.0,19.0,3.0,16.0,8.0,92.0,23:00,7:00,walk,blue,0
12435,0,No,Clubs,Auditory,E6TK32,Male,Yes,67.0,13.0,9.0,15.0,10.0,96.0,22:00,6:00,private transport,blue,0
12436,0,No,Sports,Auditory,2IMQ5C,Female,Yes,71.0,8.0,15.0,15.0,15.0,96.0,21:00,5:00,public transport,white,0
12437,0,No,,Visual,VQQVKD,Female,Yes,86.0,13.0,10.0,16.0,9.0,99.0,21:00,5:00,public transport,white,0
12438,1,Yes,Sports,Auditory,M52I1W,Female,Yes,47.0,0.0,30.0,15.0,13.0,99.0,21:00,5:00,public transport,yellow,0
12439,0,Yes,Clubs,Auditory,606CUM,Female,Yes,78.0,17.0,3.0,15.0,6.0,97.0,23:00,7:00,walk,white,0
12440,2,Yes,,Auditory,3S5Y3O,Male,No,43.0,11.0,13.0,15.0,2.0,91.0,21:30,5:30,public transport,green,0
12441,0,Yes,Arts,Visual,I0OAX4,Female,Yes,78.0,3.0,17.0,15.0,6.0,95.0,22:30,6:30,private transport,green,0
12442,2,No,Sports,Auditory,LVOI8T,Female,Yes,63.0,6.0,12.0,16.0,6.0,91.0,21:30,5:30,public transport,yellow,0
12443,1,No,,Auditory,RRN1T6,Female,Yes,59.0,1.0,27.0,15.0,10.0,91.0,23:00,7:00,walk,white,0
12444,0,No,Clubs,Auditory,EYFFBN,Male,Yes,91.0,11.0,10.0,16.0,5.0,94.0,23:00,7:00,walk,yellow,0
12445,1,Yes,,Auditory,QM08FR,Male,Yes,88.0,14.0,8.0,16.0,8.0,95.0,22:00,6:00,private transport,blue,0
12446,0,No,Sports,Visual,8LLI1D,Female,Yes,83.0,1.0,23.0,15.0,9.0,99.0,21:30,5:30,public transport,black,0
12447,2,No,Clubs,Visual,L843Z7,Female,Yes,59.0,18.0,4.0,16.0,16.0,93.0,22:30,6:30,private transport,red,0
12448,0,No,,Visual,OFHJH6,Female,Yes,83.0,23.0,1.0,16.0,10.0,95.0,21:30,5:30,public transport,blue,1
12449,1,No,Sports,Auditory,HV6MLY,Female,No,52.0,20.0,9.0,16.0,16.0,93.0,21:30,5:30,public transport,red,0
12450,1,Yes,Arts,Auditory,ND4X0Z,Female,Yes,,4.0,13.0,16.0,6.0,98.0,21:00,5:00,public transport,green,0
12451,1,Yes,Clubs,Visual,HUGGU8,Female,No,52.0,20.0,7.0,16.0,14.0,97.0,21:00,5:00,public transport,red,0
12452,0,No,Sports,Auditory,VR3GM5,Female,Yes,77.0,3.0,19.0,16.0,7.0,97.0,22:00,6:00,private transport,white,0
12453,2,No,Clubs,Auditory,KWNKOY,Male,No,42.0,11.0,11.0,15.0,13.0,95.0,23:00,7:00,walk,blue,1
12454,2,Yes,Sports,Visual,WPS5ER,Female,Yes,81.0,14.0,4.0,6.0,8.0,100.0,22:30,6:30,private transport,blue,0
12455,2,No,,Visual,AMDHVF,Male,Yes,79.0,14.0,3.0,16.0,7.0,98.0,23:00,7:00,walk,black,0
12456,2,No,Clubs,Auditory,HI1VQZ,Male,Yes,44.0,15.0,9.0,15.0,6.0,51.0,0:30,5:30,public transport,white,0
12457,0,Yes,Arts,Visual,2RIB25,Female,Yes,78.0,18.0,0.0,15.0,6.0,99.0,23:00,7:00,walk,green,0
12458,0,No,Sports,Visual,02N5RL,Female,Yes,72.0,14.0,8.0,15.0,19.0,99.0,22:30,6:30,private transport,green,0
12459,0,No,Sports,Visual,BS82M0,Female,Yes,94.0,20.0,3.0,16.0,9.0,99.0,21:30,5:30,public transport,black,0
12460,1,Yes,Clubs,Visual,98EAIL,Male,Yes,73.0,19.0,1.0,16.0,15.0,91.0,23:00,7:00,walk,red,0
